"Ign","Team","Weapon","Picks","Rounds Played","Pick Percentage"
"pAura","BBL Esports (ex)","Guardian",3,478,"0.63"
"pAura","BBL Esports (ex)","Frenzy",1,478,"0.21"
"pAura","BBL Esports (ex)","Operator",1,478,"0.21"
"pAura","BBL Esports (ex)","Shorty",1,478,"0.21"
"QutionerX","BBL Esports","Vandal",268,555,"48.29"
"QutionerX","BBL Esports","Operator",91,555,"16.40"
"QutionerX","BBL Esports","Classic",69,555,"12.43"
"QutionerX","BBL Esports","Sheriff",40,555,"7.21"
"QutionerX","BBL Esports","Ghost",29,555,"5.23"
"QutionerX","BBL Esports","Spectre",24,555,"4.32"
"QutionerX","BBL Esports","Phantom",18,555,"3.24"
"QutionerX","BBL Esports","Marshal",6,555,"1.08"
"QutionerX","BBL Esports","Guardian",4,555,"0.72"
"QutionerX","BBL Esports","Bulldog",2,555,"0.36"
"QutionerX","BBL Esports","Judge",2,555,"0.36"
"QutionerX","BBL Esports","Bucky",1,555,"0.18"
"QutionerX","BBL Esports","Shorty",1,555,"0.18"
"Turko","BBL Esports","Vandal",280,514,"54.47"
"Turko","BBL Esports","Spectre",64,514,"12.45"
"Turko","BBL Esports","Classic",61,514,"11.87"
"Turko","BBL Esports","Sheriff",49,514,"9.53"
"Turko","BBL Esports","Phantom",30,514,"5.84"
"Turko","BBL Esports","Ghost",11,514,"2.14"
"Turko","BBL Esports","Bulldog",8,514,"1.56"
"Turko","BBL Esports","Frenzy",8,514,"1.56"
"Turko","BBL Esports","Guardian",1,514,"0.19"
"Turko","BBL Esports","Shorty",1,514,"0.19"
"Turko","BBL Esports","Stinger",1,514,"0.19"
"AslaN","BIG (ex)","Vandal",277,535,"51.78"
"AslaN","BIG (ex)","Classic",53,535,"9.91"
"AslaN","BIG (ex)","Sheriff",53,535,"9.91"
"AslaN","BIG (ex)","Operator",36,535,"6.73"
"AslaN","BIG (ex)","Ghost",35,535,"6.54"
"AslaN","BIG (ex)","Spectre",31,535,"5.79"
"AslaN","BIG (ex)","Phantom",25,535,"4.67"
"AslaN","BIG (ex)","Marshal",13,535,"2.43"
"AslaN","BIG (ex)","Guardian",5,535,"0.93"
"AslaN","BIG (ex)","Bulldog",3,535,"0.56"
"AslaN","BIG (ex)","Frenzy",3,535,"0.56"
"AslaN","BIG (ex)","Odin",1,535,"0.19"
"gob b","BIG (ex)","Vandal",151,281,"53.74"
"gob b","BIG (ex)","Classic",31,281,"11.03"
"gob b","BIG (ex)","Bulldog",26,281,"9.25"
"gob b","BIG (ex)","Ghost",26,281,"9.25"
"gob b","BIG (ex)","Phantom",22,281,"7.83"
"gob b","BIG (ex)","Sheriff",12,281,"4.27"
"gob b","BIG (ex)","Marshal",5,281,"1.78"
"gob b","BIG (ex)","Judge",4,281,"1.42"
"gob b","BIG (ex)","Spectre",4,281,"1.42"
"Kaspe","BIG (ex)","Vandal",86,281,"30.60"
"Kaspe","BIG (ex)","Phantom",73,281,"25.98"
"Kaspe","BIG (ex)","Sheriff",29,281,"10.32"
"Kaspe","BIG (ex)","Spectre",29,281,"10.32"
"Kaspe","BIG (ex)","Ghost",21,281,"7.47"
"Kaspe","BIG (ex)","Bulldog",16,281,"5.69"
"Kaspe","BIG (ex)","Classic",13,281,"4.63"
"Kaspe","BIG (ex)","Frenzy",8,281,"2.85"
"Kaspe","BIG (ex)","Guardian",4,281,"1.42"
"Kaspe","BIG (ex)","Judge",2,281,"0.71"
"luckeRRR","BIG (ex)","Vandal",115,508,"22.64"
"luckeRRR","BIG (ex)","Vandal",115,508,"22.64"
"luckeRRR","BIG (ex)","Phantom",44,508,"8.66"
"luckeRRR","BIG (ex)","Phantom",44,508,"8.66"
"luckeRRR","BIG (ex)","Sheriff",26,508,"5.12"
"luckeRRR","BIG (ex)","Sheriff",26,508,"5.12"
"luckeRRR","BIG (ex)","Classic",22,508,"4.33"
"luckeRRR","BIG (ex)","Classic",22,508,"4.33"
"luckeRRR","BIG (ex)","Ghost",22,508,"4.33"
"luckeRRR","BIG (ex)","Ghost",22,508,"4.33"
"luckeRRR","BIG (ex)","Spectre",13,508,"2.56"
"luckeRRR","BIG (ex)","Spectre",13,508,"2.56"
"luckeRRR","BIG (ex)","Guardian",8,508,"1.57"
"luckeRRR","BIG (ex)","Guardian",8,508,"1.57"
"luckeRRR","BIG (ex)","Bulldog",1,508,"0.20"
"luckeRRR","BIG (ex)","Bulldog",1,508,"0.20"
"luckeRRR","BIG (ex)","Marshal",1,508,"0.20"
"luckeRRR","BIG (ex)","Marshal",1,508,"0.20"
"luckeRRR","BIG (ex)","Odin",1,508,"0.20"
"luckeRRR","BIG (ex)","Odin",1,508,"0.20"
"luckeRRR","BIG (ex)","Shorty",1,508,"0.20"
"luckeRRR","BIG (ex)","Shorty",1,508,"0.20"
"musashi","BIG (ex)","Vandal",96,254,"37.80"
"musashi","BIG (ex)","Phantom",42,254,"16.54"
"musashi","BIG (ex)","Classic",29,254,"11.42"
"musashi","BIG (ex)","Sheriff",24,254,"9.45"
"musashi","BIG (ex)","Operator",21,254,"8.27"
"musashi","BIG (ex)","Spectre",12,254,"4.72"
"musashi","BIG (ex)","Ghost",11,254,"4.33"
"musashi","BIG (ex)","Shorty",7,254,"2.76"
"musashi","BIG (ex)","Marshal",5,254,"1.97"
"musashi","BIG (ex)","Bulldog",2,254,"0.79"
"musashi","BIG (ex)","Frenzy",2,254,"0.79"
"musashi","BIG (ex)","Judge",1,254,"0.39"
"musashi","BIG (ex)","Odin",1,254,"0.39"
"musashi","BIG (ex)","Stinger",1,254,"0.39"
"Obnoks","BIG (ex)","Vandal",306,535,"57.20"
"Obnoks","BIG (ex)","Classic",54,535,"10.09"
"Obnoks","BIG (ex)","Sheriff",46,535,"8.60"
"Obnoks","BIG (ex)","Phantom",41,535,"7.66"
"Obnoks","BIG (ex)","Spectre",34,535,"6.36"
"Obnoks","BIG (ex)","Ghost",24,535,"4.49"
"Obnoks","BIG (ex)","Frenzy",14,535,"2.62"
"Obnoks","BIG (ex)","Guardian",7,535,"1.31"
"Obnoks","BIG (ex)","Operator",6,535,"1.12"
"Obnoks","BIG (ex)","Judge",1,535,"0.19"
"Obnoks","BIG (ex)","Odin",1,535,"0.19"
"Twisten","BIG (ex)","Vandal",226,535,"42.24"
"Twisten","BIG (ex)","Operator",61,535,"11.40"
"Twisten","BIG (ex)","Sheriff",51,535,"9.53"
"Twisten","BIG (ex)","Phantom",48,535,"8.97"
"Twisten","BIG (ex)","Spectre",30,535,"5.61"
"Twisten","BIG (ex)","Ghost",23,535,"4.30"
"Twisten","BIG (ex)","Classic",18,535,"3.36"
"Twisten","BIG (ex)","Bucky",14,535,"2.62"
"Twisten","BIG (ex)","Guardian",13,535,"2.43"
"Twisten","BIG (ex)","Shorty",13,535,"2.43"
"Twisten","BIG (ex)","Frenzy",12,535,"2.24"
"Twisten","BIG (ex)","Marshal",12,535,"2.24"
"Twisten","BIG (ex)","Bulldog",7,535,"1.31"
"Twisten","BIG (ex)","Judge",4,535,"0.75"
"Twisten","BIG (ex)","Stinger",2,535,"0.37"
"Twisten","BIG (ex)","Odin",1,535,"0.19"
"Deryeon","Bleed Esports (ex)","Vandal",292,792,"36.87"
"Deryeon","Bleed Esports (ex)","Operator",148,792,"18.69"
"Deryeon","Bleed Esports (ex)","Phantom",86,792,"10.86"
"Deryeon","Bleed Esports (ex)","Classic",83,792,"10.48"
"Deryeon","Bleed Esports (ex)","Sheriff",56,792,"7.07"
"Deryeon","Bleed Esports (ex)","Ghost",35,792,"4.42"
"Deryeon","Bleed Esports (ex)","Frenzy",33,792,"4.17"
"Deryeon","Bleed Esports (ex)","Spectre",24,792,"3.03"
"Deryeon","Bleed Esports (ex)","Judge",11,792,"1.39"
"Deryeon","Bleed Esports (ex)","Marshal",8,792,"1.01"
"Deryeon","Bleed Esports (ex)","Bulldog",6,792,"0.76"
"Deryeon","Bleed Esports (ex)","Guardian",4,792,"0.51"
"Deryeon","Bleed Esports (ex)","Shorty",3,792,"0.38"
"Deryeon","Bleed Esports (ex)","Bucky",2,792,"0.25"
"Deryeon","Bleed Esports (ex)","Stinger",1,792,"0.13"
"lenne","Bleed Esports (ex)","Vandal",243,792,"30.68"
"lenne","Bleed Esports (ex)","Phantom",207,792,"26.14"
"lenne","Bleed Esports (ex)","Classic",63,792,"7.95"
"lenne","Bleed Esports (ex)","Odin",45,792,"5.68"
"lenne","Bleed Esports (ex)","Sheriff",45,792,"5.68"
"lenne","Bleed Esports (ex)","Spectre",42,792,"5.30"
"lenne","Bleed Esports (ex)","Bulldog",39,792,"4.92"
"lenne","Bleed Esports (ex)","Ghost",39,792,"4.92"
"lenne","Bleed Esports (ex)","Guardian",19,792,"2.40"
"lenne","Bleed Esports (ex)","Ares",14,792,"1.77"
"lenne","Bleed Esports (ex)","Stinger",14,792,"1.77"
"lenne","Bleed Esports (ex)","Frenzy",12,792,"1.52"
"lenne","Bleed Esports (ex)","Marshal",9,792,"1.14"
"lenne","Bleed Esports (ex)","Judge",1,792,"0.13"
"LEXY","Bleed Esports (ex)","Vandal",132,510,"25.88"
"LEXY","Bleed Esports (ex)","Vandal",108,510,"21.18"
"LEXY","Bleed Esports (ex)","Phantom",38,510,"7.45"
"LEXY","Bleed Esports (ex)","Phantom",33,510,"6.47"
"LEXY","Bleed Esports (si)","Vandal",29,66,"43.94"
"LEXY","Bleed Esports (ex)","Spectre",27,510,"5.29"
"LEXY","Bleed Esports (ex)","Spectre",27,510,"5.29"
"LEXY","Bleed Esports (ex)","Classic",25,510,"4.90"
"LEXY","Bleed Esports (ex)","Classic",24,510,"4.71"
"LEXY","Bleed Esports (ex)","Sheriff",21,510,"4.12"
"LEXY","Bleed Esports (ex)","Sheriff",20,510,"3.92"
"LEXY","Bleed Esports (ex)","Bulldog",12,510,"2.35"
"LEXY","Bleed Esports (si)","Classic",11,66,"16.67"
"LEXY","Bleed Esports (si)","Phantom",11,66,"16.67"
"LEXY","Bleed Esports (ex)","Ghost",10,510,"1.96"
"LEXY","Bleed Esports (si)","Spectre",10,66,"15.15"
"LEXY","Bleed Esports (ex)","Bulldog",7,510,"1.37"
"LEXY","Bleed Esports (ex)","Frenzy",6,510,"1.18"
"LEXY","Bleed Esports (ex)","Frenzy",6,510,"1.18"
"LEXY","Bleed Esports (ex)","Operator",5,510,"0.98"
"LEXY","Bleed Esports (ex)","Ghost",4,510,"0.78"
"LEXY","Bleed Esports (si)","Sheriff",3,66,"4.55"
"LEXY","Bleed Esports (ex)","Bucky",1,510,"0.20"
"LEXY","Bleed Esports (si)","Bulldog",1,66,"1.52"
"LEXY","Bleed Esports (si)","Ghost",1,66,"1.52"
"LEXY","Bleed Esports (ex)","Guardian",1,510,"0.20"
"LEXY","Bleed Esports (ex)","Judge",1,510,"0.20"
"LEXY","Bleed Esports (ex)","Marshal",1,510,"0.20"
"LEXY","Bleed Esports (ex)","Shorty",1,510,"0.20"
"maxie","Bleed Esports (ex)","Vandal",423,792,"53.41"
"maxie","Bleed Esports (ex)","Ghost",76,792,"9.60"
"maxie","Bleed Esports (ex)","Phantom",75,792,"9.47"
"maxie","Bleed Esports (ex)","Sheriff",75,792,"9.47"
"maxie","Bleed Esports (ex)","Spectre",56,792,"7.07"
"maxie","Bleed Esports (ex)","Bulldog",40,792,"5.05"
"maxie","Bleed Esports (ex)","Operator",22,792,"2.78"
"maxie","Bleed Esports (ex)","Guardian",8,792,"1.01"
"maxie","Bleed Esports (ex)","Frenzy",6,792,"0.76"
"maxie","Bleed Esports (ex)","Classic",5,792,"0.63"
"maxie","Bleed Esports (ex)","Marshal",4,792,"0.51"
"maxie","Bleed Esports (ex)","Judge",1,792,"0.13"
"maxie","Bleed Esports (ex)","Stinger",1,792,"0.13"
"pyth","Bleed Esports (ex)","Vandal",505,792,"63.76"
"pyth","Bleed Esports (ex)","Classic",88,792,"11.11"
"pyth","Bleed Esports (ex)","Sheriff",64,792,"8.08"
"pyth","Bleed Esports (ex)","Bulldog",39,792,"4.92"
"pyth","Bleed Esports (ex)","Spectre",39,792,"4.92"
"pyth","Bleed Esports (ex)","Ghost",32,792,"4.04"
"pyth","Bleed Esports (ex)","Operator",6,792,"0.76"
"pyth","Bleed Esports (ex)","Frenzy",5,792,"0.63"
"pyth","Bleed Esports (ex)","Judge",5,792,"0.63"
"pyth","Bleed Esports (ex)","Guardian",2,792,"0.25"
"pyth","Bleed Esports (ex)","Marshal",2,792,"0.25"
"pyth","Bleed Esports (ex)","Odin",2,792,"0.25"
"pyth","Bleed Esports (ex)","Phantom",2,792,"0.25"
"pyth","Bleed Esports (ex)","Stinger",1,792,"0.13"
"Retla","Bleed Esports (ex)","Vandal",134,216,"62.04"
"Retla","Bleed Esports (ex)","Spectre",26,216,"12.04"
"Retla","Bleed Esports (ex)","Phantom",15,216,"6.94"
"Retla","Bleed Esports (ex)","Sheriff",11,216,"5.09"
"Retla","Bleed Esports (ex)","Classic",9,216,"4.17"
"Retla","Bleed Esports (ex)","Frenzy",8,216,"3.70"
"Retla","Bleed Esports (ex)","Ghost",7,216,"3.24"
"Retla","Bleed Esports (ex)","Bulldog",5,216,"2.31"
"Retla","Bleed Esports (ex)","Operator",1,216,"0.46"
"Jemkin","BLUE BEES.ESP (ex)","Vandal",82,135,"60.74"
"Jemkin","BLUE BEES.ESP (ex)","Spectre",14,135,"10.37"
"Jemkin","BLUE BEES.ESP (ex)","Ghost",8,135,"5.93"
"Jemkin","BLUE BEES.ESP (ex)","Frenzy",6,135,"4.44"
"Jemkin","BLUE BEES.ESP (ex)","Classic",5,135,"3.70"
"Jemkin","BLUE BEES.ESP (ex)","Operator",4,135,"2.96"
"Jemkin","BLUE BEES.ESP (ex)","Shorty",4,135,"2.96"
"Jemkin","BLUE BEES.ESP (ex)","Sheriff",3,135,"2.22"
"Jemkin","BLUE BEES.ESP (ex)","Stinger",3,135,"2.22"
"Jemkin","BLUE BEES.ESP (ex)","Bucky",2,135,"1.48"
"Jemkin","BLUE BEES.ESP (ex)","Phantom",2,135,"1.48"
"Jemkin","BLUE BEES.ESP (ex)","Judge",1,135,"0.74"
"Jemkin","BLUE BEES.ESP (ex)","Marshal",1,135,"0.74"
"Kr1stal","BLUE BEES.ESP (ex)","Vandal",164,278,"58.99"
"Kr1stal","BLUE BEES.ESP (ex)","Classic",38,278,"13.67"
"Kr1stal","BLUE BEES.ESP (ex)","Spectre",22,278,"7.91"
"Kr1stal","BLUE BEES.ESP (ex)","Ghost",13,278,"4.68"
"Kr1stal","BLUE BEES.ESP (ex)","Operator",12,278,"4.32"
"Kr1stal","BLUE BEES.ESP (ex)","Sheriff",10,278,"3.60"
"Kr1stal","BLUE BEES.ESP (ex)","Bulldog",6,278,"2.16"
"Kr1stal","BLUE BEES.ESP (ex)","Marshal",3,278,"1.08"
"Kr1stal","BLUE BEES.ESP (ex)","Shorty",3,278,"1.08"
"Kr1stal","BLUE BEES.ESP (ex)","Stinger",3,278,"1.08"
"Kr1stal","BLUE BEES.ESP (ex)","Frenzy",2,278,"0.72"
"Kr1stal","BLUE BEES.ESP (ex)","Guardian",1,278,"0.36"
"something","BLUE BEES.ESP (ex)","Vandal",50,143,"34.97"
"something","BLUE BEES.ESP (ex)","Operator",36,143,"25.17"
"something","BLUE BEES.ESP (ex)","Judge",12,143,"8.39"
"something","BLUE BEES.ESP (ex)","Spectre",10,143,"6.99"
"something","BLUE BEES.ESP (ex)","Ghost",8,143,"5.59"
"something","BLUE BEES.ESP (ex)","Sheriff",8,143,"5.59"
"something","BLUE BEES.ESP (ex)","Classic",7,143,"4.90"
"something","BLUE BEES.ESP (ex)","Frenzy",4,143,"2.80"
"something","BLUE BEES.ESP (ex)","Bulldog",2,143,"1.40"
"something","BLUE BEES.ESP (ex)","Marshal",2,143,"1.40"
"something","BLUE BEES.ESP (ex)","Phantom",2,143,"1.40"
"something","BLUE BEES.ESP (ex)","Shorty",2,143,"1.40"
"TORANECO","BLUE BEES.ESP (ex)","Vandal",51,135,"37.78"
"TORANECO","BLUE BEES.ESP (ex)","Phantom",31,135,"22.96"
"TORANECO","BLUE BEES.ESP (ex)","Spectre",22,135,"16.30"
"TORANECO","BLUE BEES.ESP (ex)","Classic",18,135,"13.33"
"TORANECO","BLUE BEES.ESP (ex)","Frenzy",8,135,"5.93"
"TORANECO","BLUE BEES.ESP (ex)","Judge",3,135,"2.22"
"TORANECO","BLUE BEES.ESP (ex)","Sheriff",2,135,"1.48"
"Xdll","BLUE BEES.ESP (ex)","Vandal",102,278,"36.69"
"Xdll","BLUE BEES.ESP (ex)","Phantom",70,278,"25.18"
"Xdll","BLUE BEES.ESP (ex)","Spectre",40,278,"14.39"
"Xdll","BLUE BEES.ESP (ex)","Classic",33,278,"11.87"
"Xdll","BLUE BEES.ESP (ex)","Sheriff",29,278,"10.43"
"Xdll","BLUE BEES.ESP (ex)","Ghost",2,278,"0.72"
"Xdll","BLUE BEES.ESP (ex)","Judge",1,278,"0.36"
"Xdll","BLUE BEES.ESP (ex)","Shorty",1,278,"0.36"
"zennakukinn","BLUE BEES.ESP (ex)","Vandal",163,278,"58.63"
"zennakukinn","BLUE BEES.ESP (ex)","Sheriff",29,278,"10.43"
"zennakukinn","BLUE BEES.ESP (ex)","Spectre",28,278,"10.07"
"zennakukinn","BLUE BEES.ESP (ex)","Classic",21,278,"7.55"
"zennakukinn","BLUE BEES.ESP (ex)","Phantom",12,278,"4.32"
"zennakukinn","BLUE BEES.ESP (ex)","Ghost",11,278,"3.96"
"zennakukinn","BLUE BEES.ESP (ex)","Frenzy",7,278,"2.52"
"zennakukinn","BLUE BEES.ESP (ex)","Guardian",3,278,"1.08"
"zennakukinn","BLUE BEES.ESP (ex)","Bulldog",2,278,"0.72"
"zennakukinn","BLUE BEES.ESP (ex)","Ares",1,278,"0.36"
"zennakukinn","BLUE BEES.ESP (ex)","Stinger",1,278,"0.36"
"Zerost","BLUE BEES.ESP (ex)","Vandal",91,143,"63.64"
"Zerost","BLUE BEES.ESP (ex)","Sheriff",12,143,"8.39"
"Zerost","BLUE BEES.ESP (ex)","Classic",9,143,"6.29"
"Zerost","BLUE BEES.ESP (ex)","Spectre",9,143,"6.29"
"Zerost","BLUE BEES.ESP (ex)","Ghost",8,143,"5.59"
"Zerost","BLUE BEES.ESP (ex)","Bulldog",6,143,"4.20"
"Zerost","BLUE BEES.ESP (ex)","Phantom",3,143,"2.10"
"Zerost","BLUE BEES.ESP (ex)","Judge",2,143,"1.40"
"Zerost","BLUE BEES.ESP (ex)","Frenzy",1,143,"0.70"
"Zerost","BLUE BEES.ESP (ex)","Marshal",1,143,"0.70"
"Zerost","BLUE BEES.ESP (ex)","Operator",1,143,"0.70"
"Minimise","Bonkers(OCE) (ex)","Phantom",110,178,"61.80"
"Minimise","Bonkers(OCE) (ex)","Spectre",19,178,"10.67"
"Minimise","Bonkers(OCE) (ex)","Classic",15,178,"8.43"
"Minimise","Bonkers(OCE) (ex)","Sheriff",13,178,"7.30"
"Minimise","Bonkers(OCE) (ex)","Vandal",8,178,"4.49"
"Minimise","Bonkers(OCE) (ex)","Frenzy",6,178,"3.37"
"Minimise","Bonkers(OCE) (ex)","Ghost",5,178,"2.81"
"Minimise","Bonkers(OCE) (ex)","Marshal",2,178,"1.12"
"Nozz","Bonkers(OCE) (ex)","Phantom",86,178,"48.31"
"Nozz","Bonkers(OCE) (ex)","Vandal",28,178,"15.73"
"Nozz","Bonkers(OCE) (ex)","Spectre",16,178,"8.99"
"Nozz","Bonkers(OCE) (ex)","Classic",15,178,"8.43"
"Nozz","Bonkers(OCE) (ex)","Ghost",11,178,"6.18"
"Nozz","Bonkers(OCE) (ex)","Bulldog",6,178,"3.37"
"Nozz","Bonkers(OCE) (ex)","Sheriff",6,178,"3.37"
"Nozz","Bonkers(OCE) (ex)","Frenzy",5,178,"2.81"
"Nozz","Bonkers(OCE) (ex)","Judge",2,178,"1.12"
"Nozz","Bonkers(OCE) (ex)","Guardian",1,178,"0.56"
"Nozz","Bonkers(OCE) (ex)","Operator",1,178,"0.56"
"Nozz","Bonkers(OCE) (ex)","Stinger",1,178,"0.56"
"rDeeW","Bonkers(OCE) (ex)","Operator",49,178,"27.53"
"rDeeW","Bonkers(OCE) (ex)","Classic",34,178,"19.10"
"rDeeW","Bonkers(OCE) (ex)","Phantom",33,178,"18.54"
"rDeeW","Bonkers(OCE) (ex)","Vandal",29,178,"16.29"
"rDeeW","Bonkers(OCE) (ex)","Spectre",7,178,"3.93"
"rDeeW","Bonkers(OCE) (ex)","Sheriff",6,178,"3.37"
"rDeeW","Bonkers(OCE) (ex)","Ghost",5,178,"2.81"
"rDeeW","Bonkers(OCE) (ex)","Frenzy",4,178,"2.25"
"rDeeW","Bonkers(OCE) (ex)","Judge",4,178,"2.25"
"rDeeW","Bonkers(OCE) (ex)","Marshal",4,178,"2.25"
"rDeeW","Bonkers(OCE) (ex)","Shorty",3,178,"1.69"
"skrawl","Bonkers(OCE) (ex)","Phantom",103,178,"57.87"
"skrawl","Bonkers(OCE) (ex)","Sheriff",15,178,"8.43"
"skrawl","Bonkers(OCE) (ex)","Spectre",14,178,"7.87"
"skrawl","Bonkers(OCE) (ex)","Marshal",13,178,"7.30"
"skrawl","Bonkers(OCE) (ex)","Classic",12,178,"6.74"
"skrawl","Bonkers(OCE) (ex)","Ghost",10,178,"5.62"
"skrawl","Bonkers(OCE) (ex)","Vandal",10,178,"5.62"
"skrawl","Bonkers(OCE) (ex)","Guardian",1,178,"0.56"
"tixx","Bonkers(OCE) (ex)","Vandal",72,178,"40.45"
"tixx","Bonkers(OCE) (ex)","Phantom",42,178,"23.60"
"tixx","Bonkers(OCE) (ex)","Sheriff",22,178,"12.36"
"tixx","Bonkers(OCE) (ex)","Classic",10,178,"5.62"
"tixx","Bonkers(OCE) (ex)","Ghost",10,178,"5.62"
"tixx","Bonkers(OCE) (ex)","Bulldog",9,178,"5.06"
"tixx","Bonkers(OCE) (ex)","Spectre",8,178,"4.49"
"tixx","Bonkers(OCE) (ex)","Shorty",2,178,"1.12"
"tixx","Bonkers(OCE) (ex)","Judge",1,178,"0.56"
"tixx","Bonkers(OCE) (ex)","Marshal",1,178,"0.56"
"tixx","Bonkers(OCE) (ex)","Operator",1,178,"0.56"
"BerserX","BOOM Esports","Vandal",396,958,"41.34"
"BerserX","BOOM Esports","Operator",112,958,"11.69"
"BerserX","BOOM Esports","Phantom",100,958,"10.44"
"BerserX","BOOM Esports","Classic",85,958,"8.87"
"BerserX","BOOM Esports","Spectre",81,958,"8.46"
"BerserX","BOOM Esports","Frenzy",62,958,"6.47"
"BerserX","BOOM Esports","Sheriff",36,958,"3.76"
"BerserX","BOOM Esports","Ghost",34,958,"3.55"
"BerserX","BOOM Esports","Bulldog",15,958,"1.57"
"BerserX","BOOM Esports","Stinger",12,958,"1.25"
"BerserX","BOOM Esports","Shorty",10,958,"1.04"
"BerserX","BOOM Esports","Marshal",9,958,"0.94"
"BerserX","BOOM Esports","Judge",5,958,"0.52"
"BerserX","BOOM Esports","Bucky",1,958,"0.10"
"blaZek1ng","BOOM Esports","Vandal",533,958,"55.64"
"blaZek1ng","BOOM Esports","Spectre",89,958,"9.29"
"blaZek1ng","BOOM Esports","Phantom",86,958,"8.98"
"blaZek1ng","BOOM Esports","Classic",73,958,"7.62"
"blaZek1ng","BOOM Esports","Frenzy",56,958,"5.85"
"blaZek1ng","BOOM Esports","Sheriff",53,958,"5.53"
"blaZek1ng","BOOM Esports","Ghost",46,958,"4.80"
"blaZek1ng","BOOM Esports","Bulldog",7,958,"0.73"
"blaZek1ng","BOOM Esports","Stinger",7,958,"0.73"
"blaZek1ng","BOOM Esports","Judge",3,958,"0.31"
"blaZek1ng","BOOM Esports","Guardian",2,958,"0.21"
"blaZek1ng","BOOM Esports","Odin",2,958,"0.21"
"Famouz","BOOM Esports (ex)","Vandal",206,411,"50.12"
"Famouz","BOOM Esports (ex)","Classic",37,411,"9.00"
"Famouz","BOOM Esports (ex)","Operator",32,411,"7.79"
"Famouz","BOOM Esports (ex)","Spectre",29,411,"7.06"
"Famouz","BOOM Esports (ex)","Sheriff",23,411,"5.60"
"Famouz","BOOM Esports (ex)","Phantom",22,411,"5.35"
"Famouz","BOOM Esports (ex)","Bulldog",20,411,"4.87"
"Famouz","BOOM Esports (ex)","Ghost",19,411,"4.62"
"Famouz","BOOM Esports (ex)","Frenzy",8,411,"1.95"
"Famouz","BOOM Esports (ex)","Stinger",5,411,"1.22"
"Famouz","BOOM Esports (ex)","Marshal",4,411,"0.97"
"Famouz","BOOM Esports (ex)","Bucky",2,411,"0.49"
"Famouz","BOOM Esports (ex)","Judge",2,411,"0.49"
"Famouz","BOOM Esports (ex)","Shorty",2,411,"0.49"
"fl1pzjder","BOOM Esports (ex)","Vandal",555,958,"57.93"
"fl1pzjder","BOOM Esports (ex)","Classic",104,958,"10.86"
"fl1pzjder","BOOM Esports (ex)","Spectre",102,958,"10.65"
"fl1pzjder","BOOM Esports (ex)","Frenzy",44,958,"4.59"
"fl1pzjder","BOOM Esports (ex)","Operator",35,958,"3.65"
"fl1pzjder","BOOM Esports (ex)","Bulldog",30,958,"3.13"
"fl1pzjder","BOOM Esports (ex)","Ghost",28,958,"2.92"
"fl1pzjder","BOOM Esports (ex)","Sheriff",28,958,"2.92"
"fl1pzjder","BOOM Esports (ex)","Phantom",12,958,"1.25"
"fl1pzjder","BOOM Esports (ex)","Stinger",7,958,"0.73"
"fl1pzjder","BOOM Esports (ex)","Marshal",6,958,"0.63"
"fl1pzjder","BOOM Esports (ex)","Judge",2,958,"0.21"
"fl1pzjder","BOOM Esports (ex)","Odin",2,958,"0.21"
"fl1pzjder","BOOM Esports (ex)","Shorty",2,958,"0.21"
"fl1pzjder","BOOM Esports (ex)","Guardian",1,958,"0.10"
"frostmind","BOOM Esports (ex)","Vandal",336,547,"61.43"
"frostmind","BOOM Esports (ex)","Classic",62,547,"11.33"
"frostmind","BOOM Esports (ex)","Spectre",59,547,"10.79"
"frostmind","BOOM Esports (ex)","Sheriff",36,547,"6.58"
"frostmind","BOOM Esports (ex)","Ghost",22,547,"4.02"
"frostmind","BOOM Esports (ex)","Frenzy",19,547,"3.47"
"frostmind","BOOM Esports (ex)","Phantom",6,547,"1.10"
"frostmind","BOOM Esports (ex)","Bulldog",5,547,"0.91"
"frostmind","BOOM Esports (ex)","Guardian",1,547,"0.18"
"frostmind","BOOM Esports (ex)","Shorty",1,547,"0.18"
"tehbotol","BOOM Esports (ex)","Vandal",539,958,"56.26"
"tehbotol","BOOM Esports (ex)","Spectre",84,958,"8.77"
"tehbotol","BOOM Esports (ex)","Classic",80,958,"8.35"
"tehbotol","BOOM Esports (ex)","Phantom",76,958,"7.93"
"tehbotol","BOOM Esports (ex)","Frenzy",54,958,"5.64"
"tehbotol","BOOM Esports (ex)","Sheriff",46,958,"4.80"
"tehbotol","BOOM Esports (ex)","Ghost",44,958,"4.59"
"tehbotol","BOOM Esports (ex)","Bulldog",20,958,"2.09"
"tehbotol","BOOM Esports (ex)","Marshal",7,958,"0.73"
"tehbotol","BOOM Esports (ex)","Bucky",2,958,"0.21"
"tehbotol","BOOM Esports (ex)","Judge",2,958,"0.21"
"tehbotol","BOOM Esports (ex)","Shorty",2,958,"0.21"
"tehbotol","BOOM Esports (ex)","Ares",1,958,"0.10"
"tehbotol","BOOM Esports (ex)","Operator",1,958,"0.10"
"10X","Brimstone (si)","Vandal",87,146,"59.59"
"10X","Brimstone (si)","Classic",21,146,"14.38"
"10X","Brimstone (si)","Sheriff",15,146,"10.27"
"10X","Brimstone (si)","Operator",8,146,"5.48"
"10X","Brimstone (si)","Spectre",7,146,"4.79"
"10X","Brimstone (si)","Judge",4,146,"2.74"
