,Ign,Team,Acs,Matches_x,Headshot %,Bodyshot %,Legshot %,Matches_y,Clutches,Clutch Failures,Damage,Defusals,Headshots,Kills,Deaths,Assists,Kd,Multikills,Plants,Spend,Player Id
699,Learica,DetoNator Academy,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23101
700,Leazo,9z Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,849
701,Leo,SYSTEM e-Sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23137
702,Life,Attacking Soul Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,4072
703,Lore,TZ Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23156
704,Ludens,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15609
705,Lumo,EVA:e,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23105
706,Luna,IXA,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,18388
707,marin,Crest Gaming ZST,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1327
708,Marky,Oasis Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9066
709,Marmelo,Jadeite,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2961
710,Maru,Mariner,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23144
711,Maverick,TOP GUN,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,59
712,Medusa,Crazy Raccoon,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3011
713,Meimoo,Rebellion Arts,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10685
714,mitch,Oxygen Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2213
715,Mizu,9z Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3506
716,MqsaaV,Mariner,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23145
717,munghoon,VPZ,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15739
718,MuuShock,Rebellion Arts,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10682
719,Myself,AWS,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15547
720,Namikaze,Team Q,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10689
721,Neal X,Number One Player,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,6715
722,Nikumanyaro,5on5魂,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23139
723,nobody,EDward Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,4075
724,Num,thirst for victory,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23160
725,oikou,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1643
726,P4F,SchwarzerLand,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23164
727,PADO,MangoJuice,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10180
728,PapiChulo,NAOS Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,13561
729,Pay,CNJ Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10183
730,penny,G2 Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3352
731,Pepper,VARREL,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1603
732,pippi,Rebellion Arts,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23098
733,Puupop,Mariner,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23143
734,Quick,FURIA,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2423
735,raafa,The Union,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23522
736,reooooo,Rebellion Arts,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23097
737,REV1,Pentagon,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1137
738,RIA,REJECT,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,12251
739,Ripper,Oasis Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2373
740,Sacchi,SchwarzerLand,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23162
741,sachi,GyoGun,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15995
742,sakurai,Jadeite,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2341
743,Secret,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3523
744,SeolHo,OP.GG SPORTS,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,18850
745,Shanks,Team Zander,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2105
746,Shiro,BOOM Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9970
747,Shiroe,Mariner,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,10683
748,sickLy,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2915
749,SID,VPZ,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,22696
750,silver,4RaiF,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23134
751,Siro,thirst for victory,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15535
752,Sk9Na,On Sla2ers,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15718
753,Suda,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23158
754,Suggest,DetonatioN FocusMe,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,69
755,Suke,SYSTEM e-Sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15601
756,Sushi,Pass Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,5831
757,swag,MERCEDES,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,13153
758,TAMAGO,thirst for victory,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15550
759,Twinte,DopeNess Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15536
760,UmiNtyU,Mariner,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23146
761,Valll,TZ Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23155
762,vow,World Game Star,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,6549
763,wait,QuestionMark,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3539
764,Wavy,CNJ Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,1008
765,WRONSKI,Global Esports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,2691
766,Xander,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,3265
767,Yso,GyoGun,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23103
768,Yun,Pentagon,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,22814
769,Zan,Focus e-Sports,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,15598
770,ZmjjKK,EDward Gaming,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,4077
771,ZONBee,GyoGun,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23150
772,大西大和,Team Q,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,23157
773,柳ヶ瀬鈴乃,No Team,197.42283950617283,24.03240740740741,25.242037037037036,68.3850925925926,6.358194444444444,23.84722222222222,8.049382716049383,47.67283950617284,66766.45370370371,9.810185185185185,268.60185185185185,351.4645061728395,349.45524691358025,135.91666666666666,0.9528086419753086,87.06635802469135,33.648148148148145,1264592.2067901234,9528
