"Team","Map Id","Map","Condition","Attacking Wins","Attacking Losses","Defending Wins","Defending Losses"
"Team T5",1,"Ascent","kills (pre-plant)",3,19,23,4
"Team T5",1,"Ascent","time",0,0,1,0
"Team T5",3,"Bind","bomb",3,0,0,4
"Team T5",3,"Bind","defuse",0,10,4,0
"Team T5",3,"Bind","kills (post-plant)",17,0,0,18
"Team T5",3,"Bind","kills (pre-plant)",3,20,22,12
"Team T5",3,"Bind","time",0,1,1,0
"Team T5",8,"Breeze","bomb",1,0,0,0
"Team T5",8,"Breeze","defuse",0,6,4,0
"Team T5",8,"Breeze","kills (post-plant)",17,0,0,20
"Team T5",8,"Breeze","kills (pre-plant)",4,19,13,4
"Team T5",7,"Haven","bomb",0,0,0,3
"Team T5",7,"Haven","defuse",0,12,8,0
"Team T5",7,"Haven","kills (post-plant)",10,0,0,20
"Team T5",7,"Haven","kills (pre-plant)",4,17,15,6
"Team T5",7,"Haven","time",0,1,1,0
"Team T5",4,"Icebox","bomb",0,0,0,1
"Team T5",4,"Icebox","defuse",0,1,3,0
"Team T5",4,"Icebox","kills (post-plant)",3,0,0,3
"Team T5",4,"Icebox","kills (pre-plant)",2,0,5,0
"Team T5",4,"Icebox","time",0,1,0,0
"Team T5",2,"Split","bomb",0,0,0,1
"Team T5",2,"Split","defuse",0,1,0,0
"Team T5",2,"Split","kills (post-plant)",4,0,0,5
"Team T5",2,"Split","kills (pre-plant)",1,6,1,0
"Team T5",2,"Split","time",0,0,1,0
"Team Vikings",1,"Ascent","bomb",1,0,0,4
"Team Vikings",1,"Ascent","defuse",0,9,2,0
"Team Vikings",1,"Ascent","kills (post-plant)",3,0,0,8
"Team Vikings",1,"Ascent","kills (pre-plant)",2,14,3,4
"Team Vikings",3,"Bind","bomb",1,0,0,0
"Team Vikings",3,"Bind","defuse",0,6,0,0
"Team Vikings",3,"Bind","kills (post-plant)",0,0,0,3
"Team Vikings",3,"Bind","kills (pre-plant)",1,4,0,0
"Team Vikings",3,"Bind","time",0,0,1,0
"Team Vikings",7,"Haven","bomb",1,0,0,0
"Team Vikings",7,"Haven","defuse",0,0,2,0
"Team Vikings",7,"Haven","kills (post-plant)",2,0,0,5
"Team Vikings",7,"Haven","kills (pre-plant)",1,8,1,0
"Team Vikings",4,"Icebox","bomb",6,0,0,1
"Team Vikings",4,"Icebox","defuse",0,3,5,0
"Team Vikings",4,"Icebox","kills (post-plant)",8,0,0,15
"Team Vikings",4,"Icebox","kills (pre-plant)",3,13,1,2
"Team Vikings",4,"Icebox","time",0,0,1,0
"Team Vikings",2,"Split","bomb",1,0,0,1
"Team Vikings",2,"Split","defuse",0,1,0,0
"Team Vikings",2,"Split","kills (post-plant)",2,0,0,4
"Team Vikings",2,"Split","kills (pre-plant)",1,3,3,4
"The Guard",1,"Ascent","bomb",6,0,0,7
"The Guard",1,"Ascent","defuse",0,14,14,0
"The Guard",1,"Ascent","kills (post-plant)",11,0,0,17
"The Guard",1,"Ascent","kills (pre-plant)",4,14,28,3
"The Guard",1,"Ascent","time",0,0,2,0
"The Guard",3,"Bind","bomb",10,0,0,5
"The Guard",3,"Bind","defuse",0,17,12,0
"The Guard",3,"Bind","kills (post-plant)",24,0,0,21
"The Guard",3,"Bind","kills (pre-plant)",7,26,18,4
"The Guard",3,"Bind","time",0,0,2,0
"The Guard",8,"Breeze","bomb",2,0,0,1
"The Guard",8,"Breeze","defuse",0,5,5,0
"The Guard",8,"Breeze","kills (post-plant)",8,0,0,8
"The Guard",8,"Breeze","kills (pre-plant)",0,2,10,1
"The Guard",8,"Breeze","time",0,0,1,0
"The Guard",9,"Fracture","bomb",8,0,0,9
"The Guard",9,"Fracture","defuse",0,14,15,0
"The Guard",9,"Fracture","kills (post-plant)",13,0,0,15
"The Guard",9,"Fracture","kills (pre-plant)",8,24,24,13
"The Guard",9,"Fracture","time",0,2,3,0
"The Guard",7,"Haven","bomb",16,0,0,10
"The Guard",7,"Haven","defuse",0,37,39,0
"The Guard",7,"Haven","kills (post-plant)",50,0,0,52
"The Guard",7,"Haven","kills (pre-plant)",25,24,30,20
"The Guard",7,"Haven","time",0,2,1,0
"The Guard",4,"Icebox","bomb",7,0,0,8
"The Guard",4,"Icebox","defuse",0,31,31,0
"The Guard",4,"Icebox","kills (post-plant)",48,0,0,26
"The Guard",4,"Icebox","kills (pre-plant)",15,33,26,9
"The Guard",4,"Icebox","time",0,0,3,0
"The Guard",2,"Split","bomb",2,0,0,5
"The Guard",2,"Split","defuse",0,18,18,0
"The Guard",2,"Split","kills (post-plant)",15,0,0,27
"The Guard",2,"Split","kills (pre-plant)",7,34,19,2
"The Guard",2,"Split","time",0,1,3,0
"TRIDENT",9,"Fracture","bomb",0,0,0,1
"TRIDENT",9,"Fracture","defuse",0,5,6,0
"TRIDENT",9,"Fracture","kills (post-plant)",2,0,0,3
"TRIDENT",9,"Fracture","kills (pre-plant)",0,3,1,1
"TRIDENT",2,"Split","defuse",0,7,0,0
"TRIDENT",2,"Split","kills (post-plant)",0,0,0,1
"TRIDENT",2,"Split","kills (pre-plant)",0,5,0,0
"TSM",1,"Ascent","bomb",1,0,0,0
"TSM",1,"Ascent","defuse",0,2,3,0
"TSM",1,"Ascent","kills (post-plant)",3,0,0,5
"TSM",1,"Ascent","kills (pre-plant)",0,6,3,0
"TSM",8,"Breeze","bomb",3,0,0,6
"TSM",8,"Breeze","defuse",0,6,7,0
"TSM",8,"Breeze","kills (post-plant)",5,0,0,4
"TSM",8,"Breeze","kills (pre-plant)",0,10,6,2
"TSM",8,"Breeze","time",0,0,1,0
"TSM",7,"Haven","bomb",3,0,0,2
"TSM",7,"Haven","defuse",0,9,3,0
"TSM",7,"Haven","kills (post-plant)",11,0,0,10
"TSM",7,"Haven","kills (pre-plant)",7,4,8,7
"TSM",4,"Icebox","bomb",1,0,0,2
"TSM",4,"Icebox","defuse",0,4,3,0
"TSM",4,"Icebox","kills (post-plant)",1,0,0,4
"TSM",4,"Icebox","kills (pre-plant)",1,1,1,2
"TSM",2,"Split","bomb",3,0,0,5
"TSM",2,"Split","defuse",0,7,1,0
"TSM",2,"Split","kills (post-plant)",14,0,0,10
"TSM",2,"Split","kills (pre-plant)",0,9,16,5
"TSM",2,"Split","time",0,2,1,0
"Velocity Gaming",1,"Ascent","bomb",2,0,0,2
"Velocity Gaming",1,"Ascent","defuse",0,3,7,0
"Velocity Gaming",1,"Ascent","kills (post-plant)",6,0,0,6
"Velocity Gaming",1,"Ascent","kills (pre-plant)",1,11,8,1
"Velocity Gaming",7,"Haven","bomb",4,0,0,3
"Velocity Gaming",7,"Haven","defuse",0,5,3,0
"Velocity Gaming",7,"Haven","kills (post-plant)",6,0,0,8
"Velocity Gaming",7,"Haven","kills (pre-plant)",3,7,1,4
"Velocity Gaming",7,"Haven","time",0,0,1,0
"Velocity Gaming",4,"Icebox","bomb",1,0,0,3
"Velocity Gaming",4,"Icebox","defuse",0,1,2,0
"Velocity Gaming",4,"Icebox","kills (post-plant)",6,0,0,2
"Velocity Gaming",4,"Icebox","kills (pre-plant)",3,0,0,3
"Velocity Gaming",4,"Icebox","time",0,1,1,0
"Velocity Gaming",2,"Split","defuse",0,3,1,0
"Velocity Gaming",2,"Split","kills (post-plant)",0,0,0,5
"Velocity Gaming",2,"Split","kills (pre-plant)",0,1,2,4
"Veronica7",1,"Ascent","defuse",0,3,0,0
"Veronica7",1,"Ascent","kills (post-plant)",1,0,0,3
"Veronica7",1,"Ascent","kills (pre-plant)",1,7,1,0
"Veronica7",3,"Bind","bomb",0,0,0,1
"Veronica7",3,"Bind","defuse",0,0,1,0
"Veronica7",3,"Bind","kills (post-plant)",6,0,0,3
"Veronica7",3,"Bind","kills (pre-plant)",1,2,4,2
"Veronica7",3,"Bind","time",0,1,1,0
"Veronica7",9,"Fracture","bomb",1,0,0,0
"Veronica7",9,"Fracture","defuse",0,5,0,0
"Veronica7",9,"Fracture","kills (post-plant)",4,0,0,6
"Veronica7",9,"Fracture","kills (pre-plant)",0,1,0,0
"Veronica7",9,"Fracture","time",0,1,1,0
"Veronica7",7,"Haven","bomb",0,0,0,1
"Veronica7",7,"Haven","defuse",0,3,0,0
"Veronica7",7,"Haven","kills (post-plant)",0,0,0,1
"Veronica7",7,"Haven","kills (pre-plant)",2,6,4,1
"Veronica7",7,"Haven","time",0,1,0,0
"Veronica7",2,"Split","bomb",2,0,0,0
"Veronica7",2,"Split","kills (post-plant)",3,0,0,5
"Veronica7",2,"Split","kills (pre-plant)",0,6,2,1
"Veronica7",2,"Split","time",0,1,1,0
"Version1 (Inactive)",1,"Ascent","bomb",3,0,0,3
"Version1 (Inactive)",1,"Ascent","defuse",0,16,12,0
"Version1 (Inactive)",1,"Ascent","kills (post-plant)",20,0,0,10
"Version1 (Inactive)",1,"Ascent","kills (pre-plant)",9,16,19,5
"Version1 (Inactive)",1,"Ascent","time",0,1,1,0
"Version1 (Inactive)",3,"Bind","bomb",3,0,0,1
"Version1 (Inactive)",3,"Bind","defuse",0,4,2,0
"Version1 (Inactive)",3,"Bind","kills (post-plant)",0,0,0,4
"Version1 (Inactive)",3,"Bind","kills (pre-plant)",0,4,5,0
"Version1 (Inactive)",8,"Breeze","bomb",3,0,0,2
"Version1 (Inactive)",8,"Breeze","defuse",0,3,5,0
"Version1 (Inactive)",8,"Breeze","kills (post-plant)",9,0,0,5
"Version1 (Inactive)",8,"Breeze","kills (pre-plant)",3,5,6,0
"Version1 (Inactive)",8,"Breeze","time",0,1,0,0
"Version1 (Inactive)",9,"Fracture","bomb",6,0,0,4
"Version1 (Inactive)",9,"Fracture","defuse",0,16,9,0
"Version1 (Inactive)",9,"Fracture","kills (post-plant)",23,0,0,22
"Version1 (Inactive)",9,"Fracture","kills (pre-plant)",4,8,16,2
"Version1 (Inactive)",9,"Fracture","time",0,1,1,0
"Version1 (Inactive)",7,"Haven","bomb",4,0,0,0
"Version1 (Inactive)",7,"Haven","defuse",0,12,8,0
"Version1 (Inactive)",7,"Haven","kills (post-plant)",16,0,0,10
"Version1 (Inactive)",7,"Haven","kills (pre-plant)",2,9,14,12
"Version1 (Inactive)",7,"Haven","time",0,0,1,0
"Version1 (Inactive)",4,"Icebox","bomb",1,0,0,2
"Version1 (Inactive)",4,"Icebox","defuse",0,8,9,0
"Version1 (Inactive)",4,"Icebox","kills (post-plant)",16,0,0,4
"Version1 (Inactive)",4,"Icebox","kills (pre-plant)",4,1,8,3
"Version1 (Inactive)",4,"Icebox","time",0,0,1,0
"VPZ",1,"Ascent","bomb",1,0,0,0
"VPZ",1,"Ascent","defuse",0,1,0,0
"VPZ",1,"Ascent","kills (post-plant)",3,0,0,4
"VPZ",1,"Ascent","kills (pre-plant)",0,6,1,1
"VPZ",1,"Ascent","time",0,1,0,0
"VPZ",3,"Bind","bomb",0,0,0,2
"VPZ",3,"Bind","defuse",0,2,3,0
"VPZ",3,"Bind","kills (post-plant)",1,0,0,6
"VPZ",3,"Bind","kills (pre-plant)",2,2,1,0
"VPZ",3,"Bind","time",0,1,0,0
"VPZ",7,"Haven","bomb",0,0,0,1
"VPZ",7,"Haven","kills (post-plant)",0,0,0,9
"VPZ",7,"Haven","kills (pre-plant)",0,3,2,0
"VPZ",2,"Split","bomb",2,0,0,0
"VPZ",2,"Split","defuse",0,2,3,0
"VPZ",2,"Split","kills (post-plant)",0,0,0,4
"VPZ",2,"Split","kills (pre-plant)",0,4,3,2
"VPZ",2,"Split","time",0,1,0,0
"World Game Star",1,"Ascent","bomb",6,0,0,10
"World Game Star",1,"Ascent","defuse",0,9,21,0
"World Game Star",1,"Ascent","kills (post-plant)",9,0,0,39
"World Game Star",1,"Ascent","kills (pre-plant)",2,32,20,6
"World Game Star",1,"Ascent","time",0,5,0,0
"World Game Star",3,"Bind","bomb",15,0,0,14
"World Game Star",3,"Bind","defuse",0,25,25,0
"World Game Star",3,"Bind","kills (post-plant)",55,0,0,60
"World Game Star",3,"Bind","kills (pre-plant)",14,36,44,7
"World Game Star",3,"Bind","time",0,4,1,0
"World Game Star",8,"Breeze","bomb",8,0,0,9
"World Game Star",8,"Breeze","defuse",0,16,7,0
"World Game Star",8,"Breeze","kills (post-plant)",13,0,0,29
"World Game Star",8,"Breeze","kills (pre-plant)",5,18,21,9
"World Game Star",8,"Breeze","time",0,4,1,0
"World Game Star",9,"Fracture","bomb",4,0,0,6
"World Game Star",9,"Fracture","defuse",0,10,5,0
"World Game Star",9,"Fracture","kills (post-plant)",32,0,0,12
"World Game Star",9,"Fracture","kills (pre-plant)",10,17,30,7
"World Game Star",9,"Fracture","time",0,1,4,0
"World Game Star",7,"Haven","bomb",14,0,0,18
"World Game Star",7,"Haven","defuse",0,18,33,0
"World Game Star",7,"Haven","kills (post-plant)",37,0,0,40
"World Game Star",7,"Haven","kills (pre-plant)",12,28,35,17
"World Game Star",7,"Haven","time",0,4,2,0
"World Game Star",4,"Icebox","bomb",2,0,0,4
"World Game Star",4,"Icebox","defuse",0,5,11,0
"World Game Star",4,"Icebox","kills (post-plant)",12,0,0,13
"World Game Star",4,"Icebox","kills (pre-plant)",2,7,17,1
"World Game Star",4,"Icebox","time",0,1,2,0
"World Game Star",2,"Split","bomb",1,0,0,9
"World Game Star",2,"Split","defuse",0,8,11,0
"World Game Star",2,"Split","kills (post-plant)",18,0,0,21
"World Game Star",2,"Split","kills (pre-plant)",4,18,22,6
"World Game Star",2,"Split","time",0,5,3,0
"XERXIA Esports",1,"Ascent","bomb",8,0,0,8
"XERXIA Esports",1,"Ascent","defuse",0,20,23,0
"XERXIA Esports",1,"Ascent","kills (post-plant)",49,0,0,42
"XERXIA Esports",1,"Ascent","kills (pre-plant)",19,38,44,10
"XERXIA Esports",1,"Ascent","time",0,3,4,0
"XERXIA Esports",3,"Bind","bomb",12,0,0,4
"XERXIA Esports",3,"Bind","defuse",0,22,12,0
"XERXIA Esports",3,"Bind","kills (post-plant)",30,0,0,23
"XERXIA Esports",3,"Bind","kills (pre-plant)",6,11,22,5
"XERXIA Esports",3,"Bind","time",0,2,2,0
"XERXIA Esports",8,"Breeze","bomb",5,0,0,6
"XERXIA Esports",8,"Breeze","defuse",0,15,11,0
"XERXIA Esports",8,"Breeze","kills (post-plant)",15,0,0,20
"XERXIA Esports",8,"Breeze","kills (pre-plant)",12,19,15,9
"XERXIA Esports",8,"Breeze","time",0,0,1,0
"XERXIA Esports",9,"Fracture","bomb",12,0,0,6
"XERXIA Esports",9,"Fracture","defuse",0,16,9,0
"XERXIA Esports",9,"Fracture","kills (post-plant)",14,0,0,21
"XERXIA Esports",9,"Fracture","kills (pre-plant)",6,18,13,7
"XERXIA Esports",9,"Fracture","time",0,1,1,0
"XERXIA Esports",7,"Haven","bomb",17,0,0,16
"XERXIA Esports",7,"Haven","defuse",0,24,15,0
"XERXIA Esports",7,"Haven","kills (post-plant)",40,0,0,41
"XERXIA Esports",7,"Haven","kills (pre-plant)",29,30,34,17
"XERXIA Esports",7,"Haven","time",0,1,1,0
"XERXIA Esports",4,"Icebox","bomb",9,0,0,10
"XERXIA Esports",4,"Icebox","defuse",0,30,15,0
"XERXIA Esports",4,"Icebox","kills (post-plant)",49,0,0,44
"XERXIA Esports",4,"Icebox","kills (pre-plant)",17,33,42,17
"XERXIA Esports",4,"Icebox","time",0,4,4,0
"XERXIA Esports",2,"Split","bomb",1,0,0,4
"XERXIA Esports",2,"Split","defuse",0,13,3,0
"XERXIA Esports",2,"Split","kills (post-plant)",14,0,0,13
"XERXIA Esports",2,"Split","kills (pre-plant)",0,7,19,5
"XERXIA Esports",2,"Split","time",0,1,4,0
"XSET",1,"Ascent","bomb",5,0,0,4
"XSET",1,"Ascent","defuse",0,20,15,0
"XSET",1,"Ascent","kills (post-plant)",25,0,0,31
"XSET",1,"Ascent","kills (pre-plant)",6,39,59,3
"XSET",1,"Ascent","time",0,8,4,0
"XSET",3,"Bind","bomb",2,0,0,12
"XSET",3,"Bind","defuse",0,18,23,0
"XSET",3,"Bind","kills (post-plant)",27,0,0,25
"XSET",3,"Bind","kills (pre-plant)",7,27,34,6
"XSET",3,"Bind","time",0,4,4,0
"XSET",8,"Breeze","bomb",7,0,0,12
"XSET",8,"Breeze","defuse",0,20,22,0
"XSET",8,"Breeze","kills (post-plant)",40,0,0,18
"XSET",8,"Breeze","kills (pre-plant)",8,28,27,8
"XSET",8,"Breeze","time",0,2,4,0
"XSET",9,"Fracture","bomb",8,0,0,7
"XSET",9,"Fracture","defuse",0,23,22,0
"XSET",9,"Fracture","kills (post-plant)",15,0,0,22
"XSET",9,"Fracture","kills (pre-plant)",5,22,15,9
"XSET",9,"Fracture","time",0,1,2,0
"XSET",7,"Haven","bomb",9,0,0,7
"XSET",7,"Haven","defuse",0,26,26,0
"XSET",7,"Haven","kills (post-plant)",36,0,0,33
"XSET",7,"Haven","kills (pre-plant)",15,26,17,14
"XSET",7,"Haven","time",0,3,3,0
"XSET",4,"Icebox","bomb",7,0,0,1
"XSET",4,"Icebox","defuse",0,12,19,0
"XSET",4,"Icebox","kills (post-plant)",23,0,0,22
"XSET",4,"Icebox","kills (pre-plant)",8,18,18,13
"XSET",4,"Icebox","time",0,0,1,0
"XSET",10,"Pearl","bomb",3,0,0,6
"XSET",10,"Pearl","defuse",0,9,13,0
"XSET",10,"Pearl","kills (post-plant)",13,0,0,9
"XSET",10,"Pearl","kills (pre-plant)",3,14,9,1
"XSET",10,"Pearl","time",0,0,6,0
"XSET",2,"Split","bomb",9,0,0,7
"XSET",2,"Split","defuse",0,15,23,0
"XSET",2,"Split","kills (post-plant)",40,0,0,24
"XSET",2,"Split","kills (pre-plant)",14,30,37,10
"XSET",2,"Split","time",0,6,4,0
"ZETA DIVISION",1,"Ascent","bomb",4,0,0,2
"ZETA DIVISION",1,"Ascent","defuse",0,9,8,0
"ZETA DIVISION",1,"Ascent","kills (post-plant)",7,0,0,20
"ZETA DIVISION",1,"Ascent","kills (pre-plant)",5,19,16,11
"ZETA DIVISION",1,"Ascent","time",0,0,3,0
"ZETA DIVISION",3,"Bind","bomb",13,0,0,12
"ZETA DIVISION",3,"Bind","defuse",0,21,19,0
"ZETA DIVISION",3,"Bind","kills (post-plant)",35,0,0,28
"ZETA DIVISION",3,"Bind","kills (pre-plant)",6,23,29,12
"ZETA DIVISION",3,"Bind","time",0,3,4,0
"ZETA DIVISION",8,"Breeze","bomb",3,0,0,3
"ZETA DIVISION",8,"Breeze","defuse",0,9,2,0
"ZETA DIVISION",8,"Breeze","kills (post-plant)",13,0,0,8
"ZETA DIVISION",8,"Breeze","kills (pre-plant)",3,4,12,3
"ZETA DIVISION",8,"Breeze","time",0,1,1,0
"ZETA DIVISION",9,"Fracture","bomb",8,0,0,3
"ZETA DIVISION",9,"Fracture","defuse",0,16,23,0
"ZETA DIVISION",9,"Fracture","kills (post-plant)",36,0,0,36
"ZETA DIVISION",9,"Fracture","kills (pre-plant)",11,23,28,6
"ZETA DIVISION",9,"Fracture","time",0,1,4,0
"ZETA DIVISION",7,"Haven","bomb",12,0,0,11
"ZETA DIVISION",7,"Haven","defuse",0,22,29,0
"ZETA DIVISION",7,"Haven","kills (post-plant)",39,0,0,53
"ZETA DIVISION",7,"Haven","kills (pre-plant)",23,28,43,25
"ZETA DIVISION",7,"Haven","time",0,1,2,0
"ZETA DIVISION",4,"Icebox","bomb",11,0,0,5
"ZETA DIVISION",4,"Icebox","defuse",0,21,40,0
"ZETA DIVISION",4,"Icebox","kills (post-plant)",25,0,0,30
"ZETA DIVISION",4,"Icebox","kills (pre-plant)",19,24,38,18
"ZETA DIVISION",4,"Icebox","time",0,4,3,0
"ZETA DIVISION",10,"Pearl","bomb",3,0,0,0
"ZETA DIVISION",10,"Pearl","defuse",0,1,2,0
"ZETA DIVISION",10,"Pearl","kills (post-plant)",5,0,0,5
"ZETA DIVISION",10,"Pearl","kills (pre-plant)",0,3,2,2
"ZETA DIVISION",10,"Pearl","time",0,0,1,0
"ZETA DIVISION",2,"Split","bomb",8,0,0,4
"ZETA DIVISION",2,"Split","defuse",0,11,18,0
"ZETA DIVISION",2,"Split","kills (post-plant)",30,0,0,21
"ZETA DIVISION",2,"Split","kills (pre-plant)",13,19,32,13
"ZETA DIVISION",2,"Split","time",0,4,3,0
