"Team","Situation","Delta","Win %","Wins","Losses"
"GyoGun","2v1","+1","80.00",4,1
"GyoGun","4v4","0","23.07",3,10
"GyoGun","3v3","0","42.85",3,4
"GyoGun","2v2","0","44.44",4,5
"GyoGun","1v1","0","28.57",2,5
"GyoGun","4v5","-1","8.33",2,22
"GyoGun","3v4","-1","8.33",1,11
"GyoGun","2v3","-1","14.28",1,6
"GyoGun","1v2","-1","18.18",2,9
"GyoGun","3v5","-2","0.00",0,15
"GyoGun","2v4","-2","6.25",1,15
"GyoGun","1v3","-2","0.00",0,7
"GyoGun","2v5","-3","0.00",0,12
"GyoGun","1v4","-3","0.00",0,12
"GyoGun","1v5","-4","0.00",0,6
"Hexad","5v1","+4","100.00",9,0
"Hexad","5v2","+3","100.00",16,0
"Hexad","4v1","+3","100.00",21,0
"Hexad","5v3","+2","93.10",27,2
"Hexad","4v2","+2","93.10",27,2
"Hexad","3v1","+2","86.36",19,3
"Hexad","5v4","+1","69.09",38,17
"Hexad","4v3","+1","75.00",30,10
"Hexad","3v2","+1","66.66",18,9
"Hexad","2v1","+1","66.66",16,8
"Hexad","4v4","0","44.82",26,32
"Hexad","3v3","0","34.21",13,25
"Hexad","2v2","0","50.00",14,14
"Hexad","1v1","0","26.08",6,17
"Hexad","4v5","-1","24.24",16,50
"Hexad","3v4","-1","18.75",9,39
"Hexad","2v3","-1","22.85",8,27
"Hexad","1v2","-1","4.76",1,20
"Hexad","3v5","-2","5.88",2,32
"Hexad","2v4","-2","12.12",4,29
"Hexad","1v3","-2","3.84",1,25
"Hexad","2v5","-3","0.00",0,17
"Hexad","1v4","-3","0.00",0,24
"Hexad","1v5","-4","0.00",0,10
"HolyMolly","5v1","+4","100.00",38,0
"HolyMolly","5v2","+3","97.01",65,2
"HolyMolly","4v1","+3","100.00",73,0
"HolyMolly","5v3","+2","87.40",111,16
"HolyMolly","4v2","+2","87.38",97,14
"HolyMolly","3v1","+2","93.13",95,7
"HolyMolly","5v4","+1","64.75",169,92
"HolyMolly","4v3","+1","69.02",127,57
"HolyMolly","3v2","+1","73.42",105,38
"HolyMolly","2v1","+1","82.22",74,16
"HolyMolly","4v4","0","43.46",113,147
"HolyMolly","3v3","0","44.50",81,101
"HolyMolly","2v2","0","43.24",48,63
"HolyMolly","1v1","0","51.47",35,33
"HolyMolly","4v5","-1","22.05",58,205
"HolyMolly","3v4","-1","18.62",38,166
"HolyMolly","2v3","-1","16.41",22,112
"HolyMolly","1v2","-1","15.46",15,82
"HolyMolly","3v5","-2","4.96",7,134
"HolyMolly","2v4","-2","6.29",9,134
"HolyMolly","1v3","-2","3.70",4,104
"HolyMolly","2v5","-3","1.38",1,71
"HolyMolly","1v4","-3","0.97",1,102
"HolyMolly","1v5","-4","0.00",0,44
"IGZIST","5v1","+4","100.00",38,0
"IGZIST","5v2","+3","96.36",53,2
"IGZIST","4v1","+3","100.00",59,0
"IGZIST","5v3","+2","89.36",84,10
"IGZIST","4v2","+2","86.20",75,12
"IGZIST","3v1","+2","97.29",72,2
"IGZIST","5v4","+1","73.86",130,46
"IGZIST","4v3","+1","76.37",97,30
"IGZIST","3v2","+1","73.46",72,26
"IGZIST","2v1","+1","78.08",57,16
"IGZIST","4v4","0","52.04",89,82
"IGZIST","3v3","0","52.50",63,57
"IGZIST","2v2","0","46.73",43,49
"IGZIST","1v1","0","45.61",26,31
"IGZIST","4v5","-1","28.64",53,132
"IGZIST","3v4","-1","25.71",36,104
"IGZIST","2v3","-1","26.04",25,71
"IGZIST","1v2","-1","15.49",11,60
"IGZIST","3v5","-2","11.45",11,85
"IGZIST","2v4","-2","11.11",10,80
"IGZIST","1v3","-2","4.76",3,60
"IGZIST","2v5","-3","0.00",0,42
"IGZIST","1v4","-3","1.63",1,60
"IGZIST","1v5","-4","0.00",0,29
"INGAMING Esports","5v1","+4","100.00",16,0
"INGAMING Esports","5v2","+3","96.77",30,1
"INGAMING Esports","4v1","+3","100.00",35,0
"INGAMING Esports","5v3","+2","85.41",41,7
"INGAMING Esports","4v2","+2","86.36",38,6
"INGAMING Esports","3v1","+2","94.11",32,2
"INGAMING Esports","5v4","+1","66.33",67,34
"INGAMING Esports","4v3","+1","71.66",43,17
"INGAMING Esports","3v2","+1","70.45",31,13
"INGAMING Esports","2v1","+1","80.95",34,8
"INGAMING Esports","4v4","0","50.51",49,48
"INGAMING Esports","3v3","0","50.74",34,33
"INGAMING Esports","2v2","0","55.35",31,25
"INGAMING Esports","1v1","0","53.33",16,14
"INGAMING Esports","4v5","-1","25.92",28,80
"INGAMING Esports","3v4","-1","24.69",20,61
"INGAMING Esports","2v3","-1","30.30",20,46
"INGAMING Esports","1v2","-1","17.64",6,28
"INGAMING Esports","3v5","-2","6.89",4,54
"INGAMING Esports","2v4","-2","10.34",6,52
"INGAMING Esports","1v3","-2","0.00",0,48
"INGAMING Esports","2v5","-3","0.00",0,32
"INGAMING Esports","1v4","-3","0.00",0,40
"INGAMING Esports","1v5","-4","0.00",0,18
"Insomnia","5v1","+4","100.00",2,0
"Insomnia","5v2","+3","100.00",7,0
"Insomnia","4v1","+3","100.00",8,0
"Insomnia","5v3","+2","100.00",10,0
"Insomnia","4v2","+2","100.00",9,0
"Insomnia","3v1","+2","100.00",8,0
"Insomnia","5v4","+1","66.66",16,8
"Insomnia","4v3","+1","57.14",8,6
"Insomnia","3v2","+1","78.57",11,3
"Insomnia","2v1","+1","81.81",9,2
"Insomnia","4v4","0","30.00",9,21
"Insomnia","3v3","0","36.00",9,16
"Insomnia","2v2","0","42.85",6,8
"Insomnia","1v1","0","40.00",4,6
"Insomnia","4v5","-1","12.12",4,29
"Insomnia","3v4","-1","17.24",5,24
"Insomnia","2v3","-1","4.76",1,20
"Insomnia","1v2","-1","0.00",0,13
"Insomnia","3v5","-2","5.26",1,18
"Insomnia","2v4","-2","0.00",0,15
"Insomnia","1v3","-2","0.00",0,18
"Insomnia","2v5","-3","0.00",0,9
"Insomnia","1v4","-3","0.00",0,10
"Insomnia","1v5","-4","0.00",0,6
"IXA","5v1","+4","100.00",7,0
"IXA","5v2","+3","93.33",14,1
"IXA","4v1","+3","94.11",16,1
"IXA","5v3","+2","95.23",20,1
"IXA","4v2","+2","95.00",19,1
"IXA","3v1","+2","95.23",20,1
"IXA","5v4","+1","72.72",32,12
"IXA","4v3","+1","73.07",19,7
"IXA","3v2","+1","73.07",19,7
"IXA","2v1","+1","83.33",15,3
"IXA","4v4","0","43.13",22,29
"IXA","3v3","0","43.24",16,21
"IXA","2v2","0","47.82",11,12
"IXA","1v1","0","46.66",7,8
"IXA","4v5","-1","21.31",13,48
"IXA","3v4","-1","25.00",11,33
"IXA","2v3","-1","21.42",6,22
"IXA","1v2","-1","15.00",3,17
"IXA","3v5","-2","11.76",4,30
"IXA","2v4","-2","7.40",2,25
"IXA","1v3","-2","5.00",1,19
"IXA","2v5","-3","5.88",1,16
"IXA","1v4","-3","0.00",0,17
"IXA","1v5","-4","0.00",0,10
"Jadeite","5v1","+4","100.00",17,0
"Jadeite","5v2","+3","96.77",30,1
"Jadeite","4v1","+3","96.87",31,1
"Jadeite","5v3","+2","86.44",51,8
"Jadeite","4v2","+2","92.45",49,4
"Jadeite","3v1","+2","96.49",55,2
"Jadeite","5v4","+1","67.79",80,38
"Jadeite","4v3","+1","73.03",65,24
"Jadeite","3v2","+1","81.69",58,13
"Jadeite","2v1","+1","87.23",41,6
"Jadeite","4v4","0","46.77",58,66
"Jadeite","3v3","0","47.36",45,50
"Jadeite","2v2","0","43.75",28,36
"Jadeite","1v1","0","51.11",23,22
"Jadeite","4v5","-1","29.57",42,100
"Jadeite","3v4","-1","23.71",23,74
"Jadeite","2v3","-1","15.38",12,66
"Jadeite","1v2","-1","15.38",8,44
"Jadeite","3v5","-2","13.88",10,62
"Jadeite","2v4","-2","6.06",4,62
"Jadeite","1v3","-2","3.92",2,49
"Jadeite","2v5","-3","0.00",0,38
"Jadeite","1v4","-3","0.00",0,39
"Jadeite","1v5","-4","0.00",0,25
"K2 eSports","5v2","+3","100.00",2,0
"K2 eSports","4v1","+3","100.00",4,0
"K2 eSports","5v3","+2","83.33",5,1
"K2 eSports","4v2","+2","87.50",7,1
"K2 eSports","3v1","+2","100.00",6,0
"K2 eSports","5v4","+1","47.05",8,9
"K2 eSports","4v3","+1","61.53",8,5
"K2 eSports","3v2","+1","83.33",5,1
"K2 eSports","2v1","+1","100.00",5,0
"K2 eSports","4v4","0","35.00",7,13
"K2 eSports","3v3","0","41.66",5,7
"K2 eSports","2v2","0","37.50",3,5
"K2 eSports","1v1","0","28.57",2,5
"K2 eSports","4v5","-1","21.73",5,18
"K2 eSports","3v4","-1","17.64",3,14
"K2 eSports","2v3","-1","16.66",3,15
"K2 eSports","1v2","-1","7.69",1,12
"K2 eSports","3v5","-2","13.33",2,13
"K2 eSports","2v4","-2","7.14",1,13
"K2 eSports","1v3","-2","6.66",1,14
"K2 eSports","2v5","-3","11.11",1,8
"K2 eSports","1v4","-3","0.00",0,6
"K2 eSports","1v5","-4","0.00",0,6
"Keyd Stars","5v1","+4","100.00",110,0
"Keyd Stars","5v2","+3","98.43",189,3
"Keyd Stars","4v1","+3","99.53",212,1
"Keyd Stars","5v3","+2","89.59",310,36
"Keyd Stars","4v2","+2","92.74",307,24
"Keyd Stars","3v1","+2","96.57",254,9
"Keyd Stars","5v4","+1","72.61",480,181
"Keyd Stars","4v3","+1","75.05",358,119
"Keyd Stars","3v2","+1","77.35",304,89
"Keyd Stars","2v1","+1","83.26",214,43
"Keyd Stars","4v4","0","50.81",341,330
"Keyd Stars","3v3","0","49.89",228,229
"Keyd Stars","2v2","0","49.14",172,178
"Keyd Stars","1v1","0","49.76",104,105
"Keyd Stars","4v5","-1","30.92",214,478
"Keyd Stars","3v4","-1","26.70",133,365
"Keyd Stars","2v3","-1","20.21",75,296
"Keyd Stars","1v2","-1","16.27",42,216
"Keyd Stars","3v5","-2","12.46",42,295
"Keyd Stars","2v4","-2","6.66",22,308
"Keyd Stars","1v3","-2","2.16",6,271
"Keyd Stars","2v5","-3","3.03",5,160
"Keyd Stars","1v4","-3","0.00",0,194
"Keyd Stars","1v5","-4","0.00",0,75
"Knights","5v1","+4","100.00",16,0
"Knights","5v2","+3","100.00",37,0
"Knights","4v1","+3","100.00",47,0
"Knights","5v3","+2","79.74",63,16
"Knights","4v2","+2","89.02",73,9
"Knights","3v1","+2","98.50",66,1
"Knights","5v4","+1","65.49",112,59
"Knights","4v3","+1","67.66",90,43
"Knights","3v2","+1","74.25",75,26
"Knights","2v1","+1","75.80",47,15
"Knights","4v4","0","45.35",83,100
"Knights","3v3","0","46.56",61,70
"Knights","2v2","0","36.73",36,62
"Knights","1v1","0","42.59",23,31
"Knights","4v5","-1","23.24",43,142
"Knights","3v4","-1","19.25",26,109
"Knights","2v3","-1","17.14",18,87
"Knights","1v2","-1","10.84",9,74
"Knights","3v5","-2","9.30",8,78
"Knights","2v4","-2","3.33",3,87
"Knights","1v3","-2","1.33",1,74
"Knights","2v5","-3","2.27",1,43
"Knights","1v4","-3","0.00",0,63
"Knights","1v5","-4","0.00",0,26
"KRÜ Esports","5v1","+4","100.00",140,0
"KRÜ Esports","5v2","+3","98.34",238,4
"KRÜ Esports","4v1","+3","99.24",264,2
"KRÜ Esports","5v3","+2","89.63",398,46
"KRÜ Esports","4v2","+2","92.64",378,30
"KRÜ Esports","3v1","+2","96.70",323,11
"KRÜ Esports","5v4","+1","75.77",613,196
